popular_similar_charities,rated_similar_charities,charity_url,charity_phoneNumber,charity_Name,homepage_Link,transperancy_Stars,agent_contactEmail,overall_starRating,charity_address
"Human Rights Campaign Foundation,National Center for Lesbian Rights,The Trevor Project,Lambda Legal","Lambda Legal,Human Rights Campaign Foundation,L.A. Gay & Lesbian Center,Astraea Lesbian Foundation for Justice",,"
			tel: (212) 430-6054",International Gay and Lesbian Human Rights Commission,http://www.iglhrc.org,97.00,,86.34,"
		
			80 Maiden Lane,
			Suite 1505, New York, NY 10038"
"Ducks Unlimited,Rocky Mountain Elk Foundation,Trout Unlimited,Pheasants Forever","Delta Waterfowl Foundation,Trout Unlimited,Ruffed Grouse Society,Pheasants Forever",, fax: (954) 924-4299,International Game Fish Association,http://www.igfa.org/,96.00,,80.55,"
		
			300 Gulf Stream Way,
			Dania Beach, FL 33004,
			tel: (954) 927-2628"
"charity: water,Kiva,Women for Women International,GlobalGiving","Kids Around the World,CHOICE Humanitarian,Worldwide Foundation for Credit Unions,Vital Voices Global Partnership",,"
			tel: (509) 662-8601",International Foundation of Hope,http://www.ifhope.org/,,,95.69,"
		
			Seven North Wenatchee Avenue,
			Suite 205, Wenatchee, WA 98801"
"Young Life,Teen Mania Ministries,InterVarsity Christian Fellowship/USA,Fellowship of Christian Athletes","Student Mobilization,Word of Life Fellowship,Fellowship of Christian Athletes,DiscipleMakers",, fax: (614) 298-0434,International Friendships,http://www.ifiusa.org/,85.00,,88.40,"
		
			195 Chittenden Avenue,
			Columbus, OH 43201,
			tel: (614) 294-2434"
"The Humane Society of the United States,American Society for the Prevention of Cruelty to Animals,People for the Ethical Treatment of Animals,PetSmart Charities","Farm Sanctuary,Humane Society International,American Kennel Club Canine Health Foundation,National Anti-Vivisection Society",, fax: (508) 744-2009,International Fund for Animal Welfare,http://www.ifaw.org,100.00,,78.74,"
		
			290 Summer Street,
			Yarmouth Port, MA 02675    ,
			tel: (888) 251-0253"
"Sundance Institute,Arizona Sports Foundation,Aspen Music Festival and School,Williamstown Theatre Festival","Sundance Institute,Stern Grove Festival Association,Aspen Music Festival and School,Santa Fe Chamber Music Festival",,"
			tel: (505) 992-7600",International Folk Art Alliance,http://www.folkartalliance.org/,92.00,,93.63,"
		
			404 Kiva Court,
			Suite G, Santa Fe, NM 87505"
"charity: water,Kiva,Women for Women International,GlobalGiving","EMpower,Acumen Fund,Root Capital,Endeavor",,"
			tel: (800) 835-3530",International Foundation for Education and Self-Help,http://www.ifesh.org,82.00,,68.55,"
		
			5040 East Shea Boulevard,
			Suite 260, Scottsdale, AZ 85254    "
"Sundance Institute,Arizona Sports Foundation,Aspen Music Festival and School,Williamstown Theatre Festival","Aspen Music Festival and School,Stern Grove Festival Association,Spoleto Festival USA,Santa Fe Chamber Music Festival",,"
			tel: (888) 278-4332",International Festival of Arts & Ideas,http://www.artidea.org/,85.00,,78.17,"
		
			195 Church Street,
			12th Floor, New Haven, CT 06510"
"The Interfaith Alliance Foundation,Kabbalah Centre International Incorporated,The Alban Institute,The HealthCare Chaplaincy","Presbyterian Frontier Fellowship,The Alban Institute,The HealthCare Chaplaincy,United Religions Initiative",,"
			tel: (800) 486-8844",International Fellowship of Christians and Jews,http://www.ifcj.org,100.00,,90.63,"
		
			30 North LaSalle Street,
			Suite 2600, Chicago, IL 60602"
"Project C.U.R.E.,Direct Relief,Project HOPE,AmeriCares","Project HOPE,MAP International,Free Wheelchair Mission,Catholic Medical Mission Board",, fax: (240) 290-0269,International Eye Foundation,http://www.iefusa.org,90.00,,92.77,"
		
			10801 Connecticut Avenue,
			Kensington, MD 20895,
			tel: (240) 290-0263"
"The Elephant Sanctuary,Performing Animal Welfare Society,Big Cat Rescue,Tiger Haven","Center for Great Apes,The Wild Animal Sanctuary,Big Cat Rescue,Performing Animal Welfare Society",, fax: (940) 433-5092,International Exotic Animal Sanctuary,http://www.bigcat.org/,77.00,,82.29,"
		
			P.O. Box 637,
			Boyd, TX 76023,
			tel: (940) 433-5091"
"Planned Parenthood Federation of America,Advocates for Youth,EngenderHealth,Planned Parenthood Los Angeles","Planned Parenthood Federation of America,Planned Parenthood of Illinois,Crisis Pregnancy Centers of Greater Phoenix,Planned Parenthood of Orange and San Bernardino Counties",,"
			tel: (855) 477-3111",International Planned Parenthood Federation/Western Hemisphere Region,http://www.ippfwhr.org,96.00,,96.21,"
		
			125 Maiden Lane ,
			9th Floor, New York, NY 10038"
"Islamic Relief USA,International Rescue Committee,Catholic Relief Services,Action Against Hunger | ACF-USA","VillageReach,American Jewish World Service,Healing Hands International,Hand in Hand Ministries",," 
            ",International Disaster Emergency Service,http://www.ides.org/,100.00,,97.35,"
		
			355 Park 32 West Drive,
			Noblesville, IN 46062,
			tel: (317) 773-4111"
"Autism Speaks,Lupus Foundation of America,Crohn's & Colitis Foundation of America,Epilepsy Foundation","Glaucoma Research Foundation,National Psoriasis Foundation,The Marfan Foundation,HelpHOPELive",,"
			tel: (410) 296-0232",The International Dyslexia Association,http://www.interdys.org,90.00,,81.88,"
		
			40 York Road,
			4th Floor, Baltimore, MD 21204"
"Islamic Relief USA,International Rescue Committee,Catholic Relief Services,Action Against Hunger | ACF-USA","Population Media Center,East Meets West ,Focus Humanitarian Assistance USA,International Rescue Committee",, fax: (314) 487-1409,International Crisis Aid,http://www.crisis-aid.org,93.00,,93.51,"
		
			P.O. Box 510167,
			St. Louis, MO 63151,
			tel: (888) 740-7779"
"World Wildlife Fund,National Wildlife Federation,Defenders of Wildlife,Wildlife Conservation Network","WildCare,The Peregrine Fund,American Bird Conservancy,Marine Mammal Center",,"
			tel: (608) 356-9462",International Crane Foundation,http://www.savingcranes.org,96.00,,86.82,"
		
			E-11376 Shady Lane Road,
			P.O. Box 351, Baraboo, WI 53913"
"The Voice of the Martyrs,Catholic Near East Welfare Association (CNEWA),Open Doors USA,Christian Aid Ministries","e3 Partners Ministries,BEE World,International Messengers,OneHope",, fax: (757) 838-6486,International Cooperating Ministries,http://www.icm.org,93.00,,90.49,"
		
			1901 N. Armistead Ave.,
			Hampton, VA 23666,
			tel: (800) 999-3892"
"charity: water,Kiva,Women for Women International,GlobalGiving","buildOn,Safe Water Network,Women for Women International,EMpower",, fax: (619) 336-2249,International Community Foundation,http://www.icfdn.org/,96.00,,89.16,"
		
			2505 N Avenue,
			National City, CA 91950,
			tel: (619) 336-2250"
"The Voice of the Martyrs,Catholic Near East Welfare Association (CNEWA),Open Doors USA,Christian Aid Ministries","Global Scholars,Holy Land Christian Ecumenical Foundation,ASAP Ministries,New Mission Systems International",,"
			tel: (661) 832-9740",International Christian Ministries,http://www.icmusa.org/,89.00,,88.76,"
		
			4201 Ardmore Avenue,
			Suite 8, Bakersfield, CA 93309"
"The Voice of the Martyrs,Catholic Near East Welfare Association (CNEWA),Open Doors USA,Christian Aid Ministries","Reaching Souls International,Franciscan Foundation for the Holy Land,Forward Edge International,International Messengers",, fax: (214) 488-2557,International Commission,http://www.ic-world.org/,77.00,,82.79,"
		
			260 West Continental Drive,
			Lewisville, TX 75067,
			tel: (214) 488-2555"
"Jewish Voice Ministries International,Billy Graham Evangelistic Association,Andrew Wommack Ministries,Christian Broadcasting Network","Jewish Voice Ministries International,Haven Ministries,The Christophers,Basic Gospel",,": 33-0837780
			",International Christian Broadcasting,,,,91.00,"
		
			2442 Michelle Drive,
			Tustin, CA 92780,
			
            "
"Islamic Relief USA,International Rescue Committee,Catholic Relief Services,Action Against Hunger | ACF-USA","The Albert Schweitzer Fellowship,Worldwide Orphans Foundation,East Meets West ,Kiwanis International Foundation",,"
			tel: (877) 869-4243",International Children's Heart Foundation,http://www.babyheart.org/,96.00,,94.84,"
		
			80 Monroe Ave.,
			Suite G-1, Memphis, TN 38103"
"The Voice of the Martyrs,Catholic Near East Welfare Association (CNEWA),Open Doors USA,Christian Aid Ministries","Commission To Every Nation,e3 Partners Ministries,India Gospel League, North America,Awana",, fax: (615) 895-9829,International Christian Embassy Jerusalem - USA,http://www.icejusa.org/,93.00,,77.30,"
		
			P.O. Box 332974,
			Murfreesboro, TN 37133,
			tel: (615) 895-9830"
"The Voice of the Martyrs,Catholic Near East Welfare Association (CNEWA),Open Doors USA,Christian Aid Ministries","Forward Edge International,AMG International,Asian Access,e3 Partners Ministries",,"
			tel: (800) 422-5441",International Christian Concern,http://www.persecution.org,86.00,,90.06,"
		
			2020 Pennsylvania Avenue, NW,
			Box 941, Washington, DC 20006"
"World Vision,Save the Children,Compassion International,ChildFund International","All God's Children,Children International,Christian Relief Fund,Compassion International",, fax: (360) 573-0491,International Children's Care,http://www.forhiskids.org/,85.00,,80.68,"
		
			2711 Northeast 134th Way,
			Vancouver, WA 98686,
			tel: (800) 422-7729"
"Project C.U.R.E.,Direct Relief,Project HOPE,AmeriCares","Project C.U.R.E.,Christian Blind Mission International,AmeriCares,MAP International",,"
			tel: (920) 729-5721",International Children's Fund,http://www.icfaid.com/,92.00,,91.78,"
		
			P.O. Box 583,
			619 Main Street, Neenah, WI 54957"
"The Museum of Modern Art,National Museum of Women in the Arts,Albright-Knox Art Gallery,MASS MoCA","Woodmere Art Museum,Dia Art Foundation,Shelburne Museum ,The Institute of Contemporary Art",, fax: (212) 857-0090,International Center of Photography,http://www.icp.org/,91.00,,82.37,"
		
			1114 Avenue of the Americas,
			New York, NY 10036,
			tel: (212) 857-0003"
"Islamic Relief USA,International Rescue Committee,Catholic Relief Services,Action Against Hunger | ACF-USA","Action Against Hunger | ACF-USA,Partners In Health,Esperança,Free the Children USA",, fax: (269) 382-2416,International Child Care,http://us.internationalchildcare.org/,100.00,,93.11,"
		
			240 W. Michigan Avenue,
			Kalamazoo, MI 49007,
			tel: (800) 722-4453"
"Human Rights Watch,Amnesty International USA,International Justice Mission,Polaris Project","Physicians for Human Rights,MADRE,Unitarian Universalist Service Committee,Polaris Project",,"
			tel: (202) 797-0007",International Center for Research on Women,http://www.icrw.org,100.00,,92.10,"
		
			1120 20th Street, NW,
			Suite 500 North, Washington, DC 20036    "
"Human Rights Watch,Amnesty International USA,International Justice Mission,Polaris Project","EarthRights International,HIAS,Physicians for Human Rights,Human Rights First",,"
			tel: (202) 737-3700",International Center for Journalists,http://www.icfj.org,100.00,,95.69,"
		
			2000 M St.,
			Suite 250, Washington, DC 20036"
"Bread for the World Institute,International Campaign for Tibet,HonestReporting.com,Synergos","Cerge-Ei Foundation,Carnegie Endowment for International Peace,Council on Foreign Relations,The Center for Strategic and International Studies",,"
			tel: (202) 263-5641",The International Center,http://www.theintlcenter.org/,96.00,,81.92,"
		
			1025 Vermont Avenue, NW,
			Suite 700, Washington, DC 20005"
"Bread for the World Institute,HonestReporting.com,Synergos,Institute for the Analysis of Global Security","Cerge-Ei Foundation,HonestReporting.com,Foreign Policy Research Institute,The Center for Strategic and International Studies",, fax: (202) 785-4343,International Campaign for Tibet,http://www.savetibet.org,96.00,,72.30,"
		
			1825 Jefferson Place, NW,
			Washington, DC 20036,
			tel: (202) 785-1515"
"International Fellowship of Christians and Jews,The Interfaith Alliance Foundation,Kabbalah Centre International Incorporated,The Alban Institute","The Interfaith Center of New York,United Religions Initiative,International Fellowship of Christians and Jews,The HealthCare Chaplaincy",, fax: (423) 876-8156,International Board of Jewish Missions,http://www.ibjm.org,54.00,,62.57,"
		
			P.O. Box 1386,
			Hixson, TN 37343,
			tel: (423) 876-8150"
"Salk Institute for Biological Studies,The Scripps Research Institute,American Federation for Aging Research,Foundation for the National Institutes of Health","Oklahoma Medical Research Foundation,Seattle Biomedical Research Institute,Salk Institute for Biological Studies,American Federation for Aging Research",,"
			tel: (212) 847-1111",International AIDS Vaccine Initiative,http://www.iavi.org,100.00,,82.88,"
		
			125 Broad Street,
			9th Floor, New York, NY 10004"
"Little Kids Rock,Education Through Music, Inc. (New York),DreamYard Project,National YoungArts Foundation","Chicago Arts Partnerships in Education,Merit School of Music,Education Through Music, Inc. (New York),The Art Institute of Chicago",, fax: (231) 276-7887,Interlochen Center for the Arts,http://www.interlochen.org/,93.00,,91.82,"
		
			4000 Highway M-137,
			Interlochen, MI 49643,
			tel: (231) 276-7623"
"Young Life,Teen Mania Ministries,InterVarsity Christian Fellowship/USA,Fellowship of Christian Athletes","International Friendships,Fellowship of Christian Athletes,Coalition for Christian Outreach,Hillel: The Foundation for Jewish Campus Life",, fax: (312) 573-1542,Interfaith Youth Core,http://www.ifyc.org/,89.00,,83.87,"
		
			325 N. LaSalle St., Suite 775,
			Chicago, IL 60654,
			tel: (888) 573-8825"
"American Civil Liberties Union Foundation,AARP Foundation,Southern Poverty Law Center,Mothers Against Drunk Driving","WAND Education Fund,American Association of People with Disabilities,Families Against Mandatory Minimums Foundation,Jobs with Justice",, fax: (773) 728-8409,Interfaith Worker Justice,http://www.iwj.org/,90.00,,80.26,"
		
			1020 West Bryn Mawr Avenue,
			Chicago, IL 60660,
			tel: (773) 728-8400"
"Christian Appalachian Project,Baby Buggy,Society of St. Vincent de Paul of Portland, Oregon,Society of St. Vincent de Paul - Phoenix","Tuesday's Children,Girls Educational & Mentoring Services (GEMS),Colorado Nonprofit Development Center,Jewish Family & Career Services of Atlanta",, fax: (617) 472-4987,Interfaith Social Services,http://www.interfaithsocialservices.org/,81.00,,86.30,"
		
			105 Adams Street,
			Quincy, MA 02169,
			tel: (617) 773-6203"
"Star of Hope Mission,Union Rescue Mission, Los Angeles,New York City Rescue Mission,Denver Rescue Mission","MUST,Lighthouse Ministries, Florida,Oliver Gospel Mission,Martha O'Bryan Center",, fax: (301) 762-8773,Interfaith Works,http://www.iworksmc.org/,Not yet scored or rated,,80.04,"
		
			114 West Montgomery Avenue,
			Rockville, MD 20850,
			tel: (301) 762-8682"
